11/May/2011:17:08:49 692.78
11/May/2011:17:08:50 388.304
11/May/2011:17:08:50 323.489
11/May/2011:17:08:49 557.701
11/May/2011:17:08:50 324.113
11/May/2011:17:08:50 376.826
11/May/2011:17:08:50 125.408
11/May/2011:17:08:49 634.454
11/May/2011:17:08:50 516.763
11/May/2011:17:08:50 642.437
11/May/2011:17:08:50 102.048
11/May/2011:17:08:50 484.122
11/May/2011:17:08:50 244.331
11/May/2011:17:08:50 465.611
11/May/2011:17:08:50 140.109
11/May/2011:17:08:50 370.408
11/May/2011:17:08:50 604.903
11/May/2011:17:08:50 636.979
11/May/2011:17:08:50 390.199
11/May/2011:17:08:50 620.554
11/May/2011:17:08:50 352.489
11/May/2011:17:08:50 277.365
11/May/2011:17:08:50 315.738
11/May/2011:17:08:50 513.937
11/May/2011:17:08:50 599.001
11/May/2011:17:08:50 417.259
11/May/2011:17:08:50 409.679
11/May/2011:17:08:50 428.562
11/May/2011:17:08:50 468.413
11/May/2011:17:08:50 530.595
11/May/2011:17:08:50 305.208
11/May/2011:17:08:50 382.127
11/May/2011:17:08:50 384.261
11/May/2011:17:08:50 327.403
11/May/2011:17:08:50 357.344
11/May/2011:17:08:50 307.744
11/May/2011:17:08:50 422.71
11/May/2011:17:08:50 387.769
11/May/2011:17:08:50 353.728
11/May/2011:17:08:50 465.664
11/May/2011:17:08:50 308.064
11/May/2011:17:08:50 372.707
11/May/2011:17:08:50 511.362
11/May/2011:17:08:50 383.99
11/May/2011:17:08:50 403.026
11/May/2011:17:08:50 605.172
11/May/2011:17:08:51 280.747
11/May/2011:17:08:50 499.37
11/May/2011:17:08:50 449.175
11/May/2011:17:08:50 463.701
11/May/2011:17:08:50 427.964
11/May/2011:17:08:50 419.174
11/May/2011:17:08:51 372.72
11/May/2011:17:08:50 437.337
11/May/2011:17:08:50 573.302
11/May/2011:17:08:50 678.245
11/May/2011:17:08:51 446.131
11/May/2011:17:08:51 486.898
11/May/2011:17:08:51 269.568
11/May/2011:17:08:51 347.461
11/May/2011:17:08:51 508.997
11/May/2011:17:08:51 378.195
11/May/2011:17:08:51 328.946
11/May/2011:17:08:51 487.848
11/May/2011:17:08:51 474.381
11/May/2011:17:08:51 312.907
11/May/2011:17:08:51 336.324
11/May/2011:17:08:51 434.464
11/May/2011:17:08:51 629.231
11/May/2011:17:08:51 434.006
11/May/2011:17:08:51 655.259
11/May/2011:17:08:51 449.896
11/May/2011:17:08:51 371.376
11/May/2011:17:08:51 390.759
11/May/2011:17:08:51 437.397
11/May/2011:17:08:51 388.819
11/May/2011:17:08:51 408.066
11/May/2011:17:08:51 482.404
11/May/2011:17:08:51 491.265
11/May/2011:17:08:51 297.235
11/May/2011:17:08:51 409.03
11/May/2011:17:08:51 448.471
11/May/2011:17:08:51 489.724
11/May/2011:17:08:51 312.986
11/May/2011:17:08:51 655.566
11/May/2011:17:08:51 286.352
11/May/2011:17:08:51 494.47
11/May/2011:17:08:51 445.604
11/May/2011:17:08:51 374.121
11/May/2011:17:08:51 290.091
11/May/2011:17:08:51 330.09
11/May/2011:17:08:51 303.548
11/May/2011:17:08:51 343.096
11/May/2011:17:08:51 384.144
11/May/2011:17:08:51 515.233
11/May/2011:17:08:51 446.979
11/May/2011:17:08:51 361.541
11/May/2011:17:08:51 302.83
11/May/2011:17:08:51 550.731
11/May/2011:17:08:51 423.507
11/May/2011:17:08:51 381.898
11/May/2011:17:08:51 546.647
11/May/2011:17:08:51 529.773
11/May/2011:17:08:52 153.06
11/May/2011:17:08:51 372.646
11/May/2011:17:08:51 535.105
11/May/2011:17:08:52 282.627
11/May/2011:17:08:52 282.732
11/May/2011:17:08:51 539.93
11/May/2011:17:08:52 265.214
11/May/2011:17:08:51 399.853
11/May/2011:17:08:51 434.031
11/May/2011:17:08:52 314.969
11/May/2011:17:08:52 283.532
11/May/2011:17:08:52 343.208
11/May/2011:17:08:51 522.933
11/May/2011:17:08:51 493.295
11/May/2011:17:08:52 363.076
11/May/2011:17:08:51 595.776
11/May/2011:17:08:52 498.179
11/May/2011:17:08:52 297.38
11/May/2011:17:08:52 366.932
11/May/2011:17:08:52 331.637
11/May/2011:17:08:52 328.238
11/May/2011:17:08:52 362.861
11/May/2011:17:08:52 329.63
11/May/2011:17:08:52 274.215
11/May/2011:17:08:52 126.294
11/May/2011:17:08:52 517.021
11/May/2011:17:08:52 293.968
11/May/2011:17:08:52 362.592
11/May/2011:17:08:52 543.754
11/May/2011:17:08:52 357.482
11/May/2011:17:08:52 308.779
11/May/2011:17:08:52 383.402
11/May/2011:17:08:52 381.835
11/May/2011:17:08:52 463.417
11/May/2011:17:08:52 436.859
11/May/2011:17:08:52 347.992
11/May/2011:17:08:52 354.919
11/May/2011:17:08:52 550.461
11/May/2011:17:08:52 441.205
11/May/2011:17:08:52 539.499
11/May/2011:17:08:52 458.607
11/May/2011:17:08:52 321.347
11/May/2011:17:08:52 351.726
11/May/2011:17:08:52 392.826
11/May/2011:17:08:52 395.53
11/May/2011:17:08:52 328.582
11/May/2011:17:08:52 337.997
11/May/2011:17:08:52 245.029
11/May/2011:17:08:52 352.92
11/May/2011:17:08:52 434.155
11/May/2011:17:08:52 489.723
11/May/2011:17:08:52 367.045
11/May/2011:17:08:52 506.655
11/May/2011:17:08:52 323.118
11/May/2011:17:08:52 472.955
11/May/2011:17:08:52 337.863
11/May/2011:17:08:52 351.726
11/May/2011:17:08:52 547.5
11/May/2011:17:08:53 309.203
11/May/2011:17:08:53 470.269
11/May/2011:17:08:53 431.952
11/May/2011:17:08:53 287.898
11/May/2011:17:08:52 484.204
11/May/2011:17:08:52 426.191
11/May/2011:17:08:52 484.577
11/May/2011:17:08:52 351.344
11/May/2011:17:08:52 498.185
11/May/2011:17:08:53 381.602
11/May/2011:17:08:53 474.574
11/May/2011:17:08:52 795.981
11/May/2011:17:08:52 696.351
11/May/2011:17:08:52 680.957
11/May/2011:17:08:53 654.747
11/May/2011:17:08:53 665.394
11/May/2011:17:08:53 692.711
11/May/2011:17:08:52 810.879
11/May/2011:17:08:53 380.37
11/May/2011:17:08:53 722.937
11/May/2011:17:08:53 496.413
11/May/2011:17:08:52 955.03
11/May/2011:17:08:53 556.735
11/May/2011:17:08:53 570.895
11/May/2011:17:08:53 561.198
11/May/2011:17:08:53 711.546
11/May/2011:17:08:53 568.15
11/May/2011:17:08:53 695.56
11/May/2011:17:08:53 601.089
11/May/2011:17:08:53 658.561
11/May/2011:17:08:53 613.223
11/May/2011:17:08:53 563.617
11/May/2011:17:08:53 257.693
11/May/2011:17:08:53 667.244
11/May/2011:17:08:53 349.583
11/May/2011:17:08:53 370.878
11/May/2011:17:08:53 358.156
11/May/2011:17:08:53 911.15
11/May/2011:17:08:53 465.986
11/May/2011:17:08:53 385.841
11/May/2011:17:08:53 831.55
11/May/2011:17:08:53 655.335
11/May/2011:17:08:53 683.867
11/May/2011:17:08:53 592.533
11/May/2011:17:08:53 338.265
11/May/2011:17:08:53 565.932
11/May/2011:17:08:53 356.143
11/May/2011:17:08:53 353.616
11/May/2011:17:08:53 878.155
11/May/2011:17:08:53 494.059
11/May/2011:17:08:54 92.337
11/May/2011:17:08:53 968.98
11/May/2011:17:08:53 272.985
11/May/2011:17:08:53 340.456
11/May/2011:17:08:53 372.482
